19
820 813
708 122 -333
445 695 -383
378 454 768
870 340 -709
734 607 -607
849 640 648
261 209 -886
824 385 298
724 752 21
187 304 97
575 754 -415
64 428 -99
127 916 117
490 64 758
503 692 -119
728 572 -956
1 806 698
229 174 -86
594 337 253
697 744 -800
110 213 -873
281 116 57
524 461 525
92 146 -375
189 170 -913
535 263 -690
260 257 714
554 351 -106
386 839 794
278 429 -364
230 440 929
522 636 437
835 474 -167
400 604 809
285 149 513
8 701 419
306 255 -420
79 663 193
573 595 846
681 380 468
583 846 851
377 195 -462
599 101 803
277 108 -209
386 250 -931
414 119 289
401 24 446
279 532 -501
705 597 87
823 551 -856
925 318 283
187 117 -231
638 781 -857
215 539 786
910 854 690
851 297 253
643 742 935
699 189 -885
855 747 638
538 521 327
357 322 849
207 395 836
195 38 470
658 764 -299
85 354 -925
653 345 720
209 55 -377
365 9 605
480 726 806
142 407 -26
52 479 -518
771 322 685
587 348 545
751 458 914
925 454 -719
363 407 839
168 930 930
73 530 998
125 801 976
343 680 -528
441 246 -65
724 848 -61
137 687 764
825 328 95
240 897 -990
21 281 816
885 848 -701
617 757 325
876 35 -375
817 856 -116
378 873 555
290 308 106
896 139 -383
763 371 -929
531 792 -262
499 875 -105
296 83 -191
882 484 456
726 28 381
909 621 689
700 676 846
581 368 -719
599 687 623
615 457 -554
602 189 -945
423 698 -281
396 338 514
556 128 -615
783 728 91
898 382 304
228 199 -828
75 585 -661
164 84 -952
322 237 -770
628 907 413
416 473 -42
66 94 114
94 902 888
772 103 -309
887 298 -42
650 719 671
842 417 730
71 845 -43
187 247 -198
797 147 531
238 814 856
20 280 515
208 250 -178
921 558 -790
504 656 191
155 78 -981
89 310 -851
567 4 -872
499 878 80
87 359 348
674 201 -955
540 755 293
487 559 302
410 909 423
555 211 781
657 471 -656
542 281 131
559 81 420
779 591 774
691 745 -627
480 861 681
533 419 601
581 120 -930
839 570 -63
38 368 -982
813 60 -735
556 733 570
843 183 384
9 791 -399
766 437 67
548 76 381
573 437 639
23 920 -220
322 730 535
684 338 -881
924 796 255
513 211 624
357 590 -634
63 82 -72
899 510 -943
465 735 135
81 789 -577
199 258 -84
522 246 -33
26 136 642
215 199 -573
79 157 -113
295 227 -686
813 120 434
266 233 -967
549 688 914
565 258 -760
443 546 -722
751 256 -517
331 693 101
366 214 367
835 921 -243
227 277 418
702 912 300
793 265 -656
804 358 -479
838 43 837
326 366 11
856 18 36
138 284 448
929 566 -974
414 150 554
257 531 -970
198 138 -64
46 350 -3
153 275 -404
29 634 517
931 141 589
747 536 616
600 786 -758
288 99 -278
255 707 962
607 165 -447
340 128 959
268 128 -318
867 182 704
285 679 23
578 449 -503
492 711 164
880 121 364
156 561 898
918 434 -824
903 501 -847
789 840 -502
73 141 -689
837 788 -117
565 344 944
150 813 867
932 152 344
479 516 -89
356 854 366
775 439 47
316 369 897
632 708 -361
126 501 -627
804 21 -478
190 889 -496
819 697 -345
767 397 960
564 481 -848
278 76 -804
153 199 -718
272 478 570
254 688 37
913 296 832
371 273 824
908 777 -888
591 778 498
922 673 -875
872 174 -507
773 102 -61
504 851 -588
194 470 138
687 714 -699
896 925 141
769 825 278
121 868 -200
572 125 -716
80 799 176
268 533 -771
621 679 -955
478 809 307
867 175 -527
308 282 572
103 655 745
561 932 120
231 450 803
64 811 -714
526 181 -447
216 13 207
711 583 -943
332 175 909
524 839 -895
627 409 -873
592 76 556
72 710 -293
377 396 -917
584 276 -321
694 115 -117
614 794 -107
24 38 989
615 676 -568
682 862 318
408 809 184
547 332 -139
238 341 -73
39 653 71
538 497 987
566 572 625
64 496 -564
862 365 536
636 546 -967
111 364 -747
689 159 -333
242 494 -143
842 420 -732
130 931 -643
911 876 -788
515 719 -954
147 723 543
840 62 401
24 362 -528
37 5 -533
639 480 -764
112 338 -393
166 410 915
126 58 260
523 832 -343
447 17 -260
821 480 -943
76 285 -754
478 896 -433
480 445 -790
284 401 -604
661 127 -872
718 858 -378
533 612 95
159 550 614
418 765 144
764 750 465
319 457 900
226 544 443
855 109 667
264 864 -236
641 29 -325
95 500 -964
491 702 894
855 452 -146
292 874 -695
813 368 100
464 16 567
93 309 -290
477 272 -572
812 627 -552
872 215 -282
486 843 905
761 765 906
919 774 -252
851 891 741
184 89 -384
758 527 -926
376 467 -730
574 576 146
214 498 370
523 600 786
76 518 -904
517 392 822
443 864 -697
288 150 -252
192 285 -636
78 626 265
63 798 948
345 340 478
723 560 -81
344 782 -320
191 741 -643
240 886 -961
104 79 -453
98 326 973
265 778 663
630 188 548
839 357 -54
28 296 -745
656 394 897
678 327 -193
617 595 -146
104 361 -153
122 376 -144
602 142 -379
756 42 -678
910 882 522
586 842 424
195 369 194
534 568 -870
359 199 -256
905 442 -680
433 718 -461
648 43 164
865 335 -494
523 905 -377
339 425 -33
881 569 -141
767 211 -763
800 879 113
243 706 748
11 549 -528
171 884 650
596 575 536
927 30 -403
162 842 93
676 120 359
244 93 155
175 12 -103
902 604 -518
237 800 76
651 70 -873
393 621 -534
75 473 515
812 737 -817
853 478 -806
482 384 596
198 715 686
730 603 -520
350 541 301
654 843 -777
832 143 555
675 332 -936
342 479 -17
837 49 -519
373 852 -46
428 814 -488
751 49 -139
774 27 84
683 163 -92
849 93 -115
583 554 -965
765 146 -840
467 246 438
908 521 -605
793 348 91
159 528 -136
322 234 -336
296 464 -503
344 819 -268
51 318 92
292 449 -156
302 505 566
689 596 -43
176 655 -89
553 725 173
62 514 -144
870 764 -873
246 630 -101
791 144 139
842 467 440
853 328 -3
489 912 -211
821 646 -848
328 704 -943
33 313 -579
752 603 -909
99 51 -2
840 530 663
150 637 -709
405 902 567
557 590 681
789 251 445
361 636 652
353 519 -558
416 336 -471
611 853 -942
730 715 -909
858 880 867
817 218 772
907 900
569 382 604
137 774 -453
340 760 917
777 778 -917
616 859 428
709 216 759
33 334 916
622 536 -697
863 187 508
328 775 -168
698 175 -233
337 897 -657
202 896 -1000
666 444 624
144 885 -692
132 643 19
180 417 24
741 187 88
248 244 985
32 175 16
517 563 40
71 712 886
868 789 240
834 486 178
180 761 159
790 880 -797
779 822 -97
486 157 -437
339 751 -247
703 825 -976
750 392 -601
604 561 623
551 872 434
769 401 -639
293 718 -41
689 364 948
544 675 -354
88 415 502
413 242 389
99 783 -403
651 632 975
170 586 566
455 368 -891
687 858 798
352 882 400
570 660 -865
563 187 165
84 40 -169
845 254 313
465 269 -353
100 192 28
600 625 269
66 249 -44
852 471 555
306 50 -802
812 806 312
649 633 -141
63 742 -787
464 552 -519
876 474 -592
733 553 842
881 196 -304
176 597 944
262 901 -499
168 729 655
752 335 -414
830 764 -112
714 77 632
593 52 59
691 116 -955
775 387 -94
771 407 243
142 453 907
385 363 -837
330 561 308
59 708 -882
16 254 613
850 253 -771
50 636 -977
432 490 504
810 60 872
782 633 162
898 824 858
839 30 -305
48 559 756
586 727 935
134 275 -266
529 465 657
52 673 -489
288 819 503
381 390 -227
721 147 814
780 162 -985
172 745 730
242 628 250
365 719 805
47 277 311
829 560 -317
380 840 -440
803 721 6
58 173 -403
564 306 -871
603 615 -356
613 99 905
402 648 -978
805 164 -682
199 571 364
286 750 34
761 728 592
469 519 395
86 137 -979
842 490 -599
171 130 -217
752 124 -220
443 839 728
332 40 460
361 201 -49
594 632 424
30 465 -602
863 472 23
679 378 -230
8 621 423
404 462 -886
854 827 -586
318 220 -807
87 666 -451
204 558 596
406 455 540
677 349 -658
339 90 630
58 339 -777
852 144 297
791 474 -288
66 602 -9
6 672 418
75 601 -883
664 291 -373
875 167 -643
167 365 97
305 238 -376
172 569 957
100 87 36
367 141 -809
838 566 -513
21 46 -278
579 492 -109
291 129 -952
396 388 802
500 420 -557
784 304 668
521 586 49
501 481 -891
348 563 905
137 683 665
170 891 -960
113 106 81
10 732 684
158 572 610
56 86 -717
328 283 -607
53 872 300
580 471 507
779 655 -128
213 493 938
4 297 525
401 146 158
890 254 -190
875 40 -625
896 283 -146
479 560 -937
224 373 886
149 510 -21
316 11 795
459 616 804
301 258 446
648 203 -688
881 816 -12
672 509 865
270 608 941
279 101 964
589 120 -484
681 291 -610
228 406 201
549 532 -7
864 232 598
351 591 953
153 817 461
108 296 384
854 129 658
596 730 -913
80 573 -464
728 622 -945
280 344 -730
279 459 686
715 464 -789
222 223 438
879 859 364
257 439 -973
772 686 966
200 456 895
239 224 192
599 347 110
686 319 -587
218 450 -204
190 272 -32
769 331 -372
100 523 195
173 355 -337
498 422 -740
752 459 -240
555 319 -804
749 798 199
328 817 -258
83 113 -602
115 648 428
727 130 961
906 432 907
233 680 543
401 741 -809
765 310 -743
809 842 -649
438 699 214
264 309 -350
579 406 -714
548 288 63
829 217 -170
480 172 25
440 301 292
728 116 453
850 728 679
670 23 -988
78 310 -660
80 40 54
762 262 -802
745 643 439
308 440 84
640 216 287
313 519 677
733 3 -314
182 623 454
44 473 916
721 550 2
376 273 965
181 329 -191
89 16 -845
1 638 -260
170 136 358
347 69 -789
835 149 -84
604 233 778
296 883 -207
700 136 563
207 354 947
398 94 503
680 138 648
728 867 792
448 107 -237
507 351 -118
386 753 627
819 434 80
538 795 636
700 181 -49
413 810 325
662 183 -956
640 891 -826
317 463 946
133 89 743
860 712 627
139 334 -143
31 758 669
15 121 -669
882 874 151
184 381 135
737 638 -364
105 363 753
211 900 644
20 254 -654
118 328 984
260 479 852
116 474 -185
537 906 838
253 377 -227
728 886 472
757 54 359
896 211 159
233 455 -817
219 885 104
196 244 176
257 422 -367
783 231 693
569 886 703
366 344 0
103 583 -503
774 209 870
494 130 484
700 827 -801
431 615 445
431 317 -835
234 423 -781
4 725 861
781 776 -259
153 65 -168
731 505 -792
451 140 -766
825 296 -673
427 59 578
618 368 -173
10 713 591
307 717 67
294 70 589
549 312 -405
214 375 971
41 318 326
39 409 -240
384 342 -609
67 471 -549
625 535 -815
290 151 -882
784 415 -49
879 203 104
124 33 -33
79 631 -368
714 784 416
907 128 408
822 531 -126
485 698 -21
402 435 -583
723 746 -759
128 402 256
814 700 -158
834 123 -260
850 251 653
667 271 218
521 255 -936
465 57 427
541 56 215
897 776 -358
689 707 529
781 357 -700
640 693 -482
453 332 643
391 523 -757
760 647 787
192 857 -836
735 698 -371
319 542 -683
451 119 371
790 437 115
682 555 615
698 756 -186
596 513 -280
393 24 441
102 531 354
54 402 79
736 753 524
182 237 749
792 87 -236
384 722 -887
770 253 894
311 659 126
766 508 517
105 325 -712
346 764 683
843 675 -567
262 23 341
175 835 -109
37 102 -545
449 457 103
813 618 799
250 668 704
8 600 -681
892 108 -909
343 768 -817
441 130 -518
315 324 676
207 444 -761
701 396 -825
326 79 242
753 484 67
756 63 -591
817 655 -477
734 533 -543
65 496 932
34 426 -10
179 403 637
833 405 -898
146 718 917
199 383 624
764 258 -219
497 95 853
589 421 380
382 367 -18
387 428 656
470 612 291
418 361 -646
359 550 44
318 317 769
660 550 -363
119 519 505
7 472 -153
606 560 411
149 392 840
272 902 -858
26 423 -910
344 664 -930
41 708 537
34 530 501
665 637 888
409 904 603
644 703 -204
260 71 -794
705 310 -250
449 436 801
379 645 -157
75 502 -597
714 418 -486
230 594 274
344 743 -230
246 796 -659
609 348 -16
876 818 -144
465 257 -174
736 156 -412
71 608 -282
422 21 80
650 28 -127
54 322 280
685 651 325
16 564 -273
752 284 -303
858 22 797
603 33 583
867 62 -160
412 176 391
370 696 495
334 80 -354
57 576 516
831 718 103
847 681 960
721 756 -84
764 293 132
527 354 -996
879 44 -711
141 710 -530
131 742 702
313 688 -362
95 238 915
845 862 -740
510 4 986
205 359 -655
226 247 485
577 716 31
48 869 379
278 246 782
316 48 23
79 373 -914
110 178 766
146 432 -635
790 582 -922
336 577 700
303 147 448
164 812 -325
850 566 -485
724 508 877
47 624 -334
646 701 -922
452 27 667
354 141 837
511 211 336
419 526 912
663 194 505
515 72 -771
781 193 767
634 905 57
608 219 -585
883 185 2
580 582 706
31 286 -420
482 657 742
490 563 564
446 114 -332
773 762 -562
7 207 -728
518 315 -985
628 820 -79
119 40 -303
735 345 -441
530 703 -408
581 439 -700
846 883 198
218 540 897
640 686 798
664 606 15
497 867 375
538 451 161
166 458 -685
78 703 -209
315 402 533
899 527 795
798 126 -554
166 27 820
176 863 429
396 821 -593
551 372 662
488 130 -771
811 733 -558
147 680 -379
845 823 -221
165 848 -49
128 343 80
552 176 -774
65 849 842
658 242 -863
558 402 201
638 478 -154
148 172 -911
405 713 -996
812 807 -718
251 8 479
297 489 425
539 13 142
208 877 559
832 574 380
664 248 -741
116 103 -194
708 781 574
501 863 -790
682 138 -273
667 509 728
735 780 162
5 751 511
876 860 731
629 188 -504
414 114 -984
378 622 -549
98 491 503
366 17 61
448 835 488
420 95 -966
16 676 376
808 261 -763
380 165 -914
133 338 188
382 624 -326
695 870 440
598 395 -622
780 163 478
458 845 852
499 249 -227
291 153 -223
560 44 -373
222 425 345
111 581 -423
30 421 -670
892 509 -37
579 710 20
83 208 225
221 769 220
485 850 175
843 814 -320
668 203 395
108 420 766
317 152 -746
505 893 -141
502 716 -672
648 524 305
810 157 -379
232 837 -672
129 368 79
358 472 -232
673 652 -250
636 98 844
543 361 996
53 415 -916
531 492 901
500 745 9
554 406 76
196 16 489
469 275 956
232 539 514
293 212 -558
876 161 -791
826 641 613
609 681 -624
472 454 442
827 43 300
695 456 960
476 249 337
269 483 -558
775 520 -422
886 768 -660
198 291 68
716 480 520
752 306 67
638 167 -444
666 405 -346
55 344 -513
218 226 728
236 1 86
652 330 -814
747 834 -284
561 250 516
354 855 -697
363 698 850
191 186 170
235 71 559
188 339 -55
792 325 -40
529 745 312
550 369 -116
870 904 -975
448 481 -900
58 170 274
47 506 907
638 497 918
68 794 -753
28 858 952
274 428 404
182 138 767
625 547 -736
72 469 -214
665 815 376
197 570 -627
241 76 -711
26 815 917
763 498 888
266 622 969
363 50 991
853 789 -974
631 487 147
4 678 -601
573 512 -68
144 625 -89
513 72 -818
482 232 -783
675 397 -39
105 155 477
193 778 -841
315 146 303
523 688 651
526 418 663
879 164 900
211 225 493
30 763 -681
108 676 758
410 313 -158
123 795 -84
555 364 -737
400 53 14
584 621 859
59 555 -417
401 900 -846
477 406 -254
373 753 -419
715 115 -170
342 731 -157
136 49 -329
521 48 -57
716 400 930
2 95 -614
367 223 -415
616 176 -676
483 85 37
565 614 -30
283 398 511
172 466 -419
50 253 -603
772 534 173
472 149 174
610 373 107
54 186 322
907 809 -21
114 47 418
546 631 -136
666 186 -540
513 715 -998
123 691 -374
442 409 584
82 52 719
687 396 -299
367 236 289
351 493 526
200 836 813
30 724 16
620 388 38
331 89 -585
845 60 985
644 520 355
289 798 272
394 897 575
201 384 -553
870 578 715
403 66 995
76 487 34
668 350 -142
286 159 209
716 371 780
291 525 901
894 175 -979
598 669 56
344 474 751
411 827 249
705 129 173
730 62 -910
126 165 -604
51 634 -147
867 625 373
469 500 -461
636 722 389
687 666 493
571 897 997
764 448 -613
843 728 689
362 476 970
666 699 -538
185 708 656
670 784 232
32 68 956
347 376 -468
318 489 674
352 727 529
898 856 111
450 716 -239
285 100 973
627 402 -610
591 611 -378
900 506 -347
638 861 647
239 241 -564
625 742 -849
42 814 783
853 358 930
292 90 -525
266 428 -756
527 592 -840
144 714 -992
550 436 421
864 454 470
297 239 182
506 514 -218
645 22 476
637 485 390
632 122 -903
577 407 633
213 734 301
673 357 330
223 445 -679
509 410 426
688 423 282
534 788 294
630 393 76
766 824 766
249 115 -789
565 284 735
715 239 841
126 104 -800
96 521 778
387 783 733
630 57 -625
590 731 755
792 826 960
621 311 -334
633 323 924
400 803 -96
696 880 985
210 245 -505
44 234 -207
541 287 -444
172 439 -85
740 633 -278
88 214 -536
255 813 654
487 62 933
773 428 -732
495 668 -339
830 179 259
110 530 208
172 561 -774
375 794 722
770 319 821
678 409 -980
695 782 -870
292 2 -986
238 1 36
841 260 395
106 186 -351
317 38 24
192 710 211
34 119 52
358 521 -728
709 393 -852
376 317 852
733 17 -126
786 339 -646
603 833 10
143 91 -487
651 565 -583
630 861 -295
750 804 -238
26 28 432
412 783 648
882 260 18
303 804 834
876 542 831
896 279 413
664 232 -916
441 668 726
388 702 434
570 80 -759
470 270 112
690 502 -534
555 583 476
233 470 -10
104 18 -638
185 333 377
163 406 -927
341 115 720
666 529 361
410 395 -518
505 215 -322
247 525 699
647 496 -935
794 905 -839
353 509 153
517 439 150
805 408 -959
43 816 -242
671 757 -798
841 456 504
187 367 -446
457 493 936
622 737 -434
34 73 284
737 162 -418
669 140 911
565 66 575
455 712 -3
480 360 887
673 671 559
331 884 -656
481 648 -879
487 316 -936
837 335 184
694 162 641
799 760 -484
362 536 518
528 641 -12
518 492 -522
843 531 339
403 94 -586
638 370 -462
79 393 975
579 137 -30
359 511 -23
142 338 -864
434 215 134
383 91 478
267 345 -267
635 403 446
638 481 972
875 73 -70
736 885 -432
839 832 415
711 475 936
801 866 634
117 544 -377
557 141 -322
320 191 -483
604 376 -666
841 394 846
534 570 66
148 431 -623
93 227 793
649 663 500
842 547 881
532 61 -66
377 662 -928
2 649 -371
662 427 -766
888 488 -425
251 782 -15
872 846 -861
339 30 260
882 869 -142
766 282 -756
234 741 -988
499 862 -173
855 15 -955
559 904 -41
906 163 -67
778 892 702
322 716 228
450 195 53
125 414 -495
142 374 -437
199 461 -613
519 812 654
664 722 93
414 460 -117
333 404 575
918 854
138 508 -919
306 469 29
36 383 996
672 3 374
469 53 162
689 432 -255
86 656 750
273 298 -59
910 508 615
867 583 -67
150 263 755
422 27 40
779 393 280
581 786 -630
380 619 -70
193 206 174
404 569 829
259 838 142
12 716 -64
384 66 322
235 545 949
333 751 127
730 319 -705
802 185 686
780 139 -875
342 48 -925
898 119 297
682 489 -767
773 150 247
127 862 644
215 835 -354
423 432 -826
423 862 -797
266 470 -121
896 865 -324
89 310 -135
432 777 642
81 820 654
580 770 418
717 909 852
765 464 -172
30 659 472
877 534 181
904 411 -383
170 24 407
30 219 489
306 202 840
334 38 -879
882 806 -130
611 144 900
393 195 987
890 403 -449
828 621 386
674 627 357
891 638 161
295 439 73
898 461 -299
257 749 331
390 613 -197
274 110 -809
119 211 -334
396 636 -113
505 808 -294
438 299 -628
869 126 43
600 740 -629
841 24 28
918 730 -533
502 597 432
854 768 -445
307 267 401
217 139 260
144 433 700
348 770 -986
657 642 410
898 412 470
674 642 -802
407 135 -187
705 722 917
244 294 -763
371 557 -80
245 702 522
242 446 -266
568 80 -849
291 797 156
660 516 -975
896 81 -931
820 536 -312
911 875 571
10 324 -34
62 190 -549
826 316 -115
412 717 482
719 33 922
608 211 -982
307 844 -206
663 265 879
276 794 583
912 141 348
848 96 488
43 316 9
145 521 -662
436 180 861
753 687 -721
866 734 -727
391 377 670
355 116 -753
442 423 652
853 434 87
640 238 -769
636 389 55
742 702 757
122 336 785
402 368 822
833 572 -456
603 681 -61
526 156 -105
141 251 897
737 165 884
110 5 609
511 304 -408
903 364 82
377 350 24
247 808 -394
521 287 -766
314 83 -485
495 48 442
131 24 -787
763 140 56
659 671 14
229 234 -810
422 85 -465
492 808 -662
211 71 546
142 47 -391
424 609 10
174 835 -111
268 317 -252
104 368 -956
257 291 807
413 789 -250
871 656 98
741 80 -43
542 625 67
636 596 -936
851 838 608
767 819 -761
264 212 -749
61 779 -480
487 610 342
540 3 248
424 716 -555
46 369 -841
332 44 -722
598 427 824
260 455 -658
796 480 -275
344 472 -900
869 428 -157
509 249 555
595 791 -423
526 739 -111
600 621 470
21 212 348
780 321 -940
394 128 -694
305 714 -22
389 254 -550
153 916 329
45 767 643
412 558 142
495 586 -536
876 680 195
250 661 -372
772 16 22
830 103 631
506 272 101
855 737 -378
255 149 932
531 288 594
806 559 755
196 718 535
140 332 746
323 209 -125
609 167 545
84 340 -997
541 674 -988
255 331 135
213 189 990
892 14 589
557 36 928
751 483 -51
594 640 363
592 414 609
858 150 -790
847 357 61
442 454 621
759 184 -888
446 274 268
811 158 -852
476 761 777
898 830 251
391 180 -950
